UF,Município, Limite de Gasto Prefeito 1º Turno , Limite de Gasto Prefeito 2º Turno , Limite de Gasto Vereador , Limite Contratação Prefeito , Limite Contratação Vereador , Eleitorado Apto 
AC,ACRELÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 95 , 48 , 9 506 
MG,ARAÇAÍ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 28 , 14 , 2 807 
MG,ARACITABA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 24 , 12 , 2 406 
MG,ARAÇUAÍ, R$ 108 039,06 , R$ -   , R$ 13 928,78 , 284 , 142 , 28 354 
MG,ARAGUARI, R$ 452 421,83 , R$ -   , R$ 86 289,08 , 357 , 179 , 87 433 
MG,ARANTINA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 25 , 13 , 2 547 
MG,ARAPONGA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 68 , 34 , 6 803 
MG,ARAPORÃ, R$ 288 433,38 , R$ -   , R$ 13 596,87 , 57 , 29 , 5 691 
MG,ARAPUÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 32 , 16 , 3 201 
MG,ARAÚJOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 65 , 33 , 6 507 
MG,ARAXÁ, R$ 644 400,44 , R$ -   , R$ 38 230,81 , 346 , 173 , 75 628 
MG,ARCEBURGO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 73 , 37 , 7 345 
MG,ARCOS, R$ 542 210,67 , R$ -   , R$ 13 449,91 , 301 , 151 , 30 924 
MG,AREADO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 116 , 58 , 11 607 
MG,ARGIRITA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 29 , 15 , 2 879 
MG,ARICANDUVA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 47 , 24 , 4 652 
MG,ARINOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 138 , 69 , 13 813 
MG,ASTOLFO DUTRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 110 , 55 , 11 033 
MG,ATALÉIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 119 , 60 , 11 940 
MG,AUGUSTO DE LIMA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 44 , 22 , 4 431 
MG,BAEPENDI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 156 , 78 , 15 582 
MG,BALDIM, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 70 , 35 , 7 009 
MG,BAMBUÍ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 192 , 96 , 19 227 
MG,BANDEIRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 45 , 23 , 4 544 
MG,BANDEIRA DO SUL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 53 , 27 , 5 334 
MG,BARÃO DE COCAIS, R$ 390 722,74 , R$ -   , R$ 15 793,35 , 232 , 116 , 23 225 
MG,BARÃO DE MONTE ALTO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 57 , 29 , 5 652 
MG,BARBACENA, R$ 1 057 751,99 , R$ -   , R$ 37 922,82 , 368 , 184 , 97 946 
MG,BARRA LONGA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 57 , 29 , 5 694 
MG,BARROSO, R$ 164 085,04 , R$ -   , R$ 35 672,17 , 172 , 86 , 17 182 
MG,BELA VISTA DE MINAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 77 , 39 , 7 716 
MG,BELMIRO BRAGA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 31 , 16 , 3 099 
MG,BELO HORIZONTE, R$ 26 697 376,47 , R$ 8 009 212,94 , R$ 607 607,81 , 2 197 , 615 , 1 927 460 
MG,BELO ORIENTE, R$ 455 661,60 , R$ -   , R$ 14 917,83 , 196 , 98 , 19 643 
MG,BELO VALE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 74 , 37 , 7 386 
MG,BERILO, R$ 108 039,06 , R$ -   , R$ 18 373,75 , 97 , 49 , 9 689 
MG,BERIZAL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 39 , 20 , 3 850 
MG,BERTÓPOLIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 42 , 21 , 4 151 
MG,BETIM, R$ 4 524 655,00 , R$ 1 357 396,50 , R$ 227 836,99 , 548 , 274 , 278 234 
MG,BIAS FORTES, R$ 108 039,06 , R$ -   , R$ 19 253,26 , 37 , 19 , 3 695 
MG,BICAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 116 , 58 , 11 571 
MG,BIQUINHAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 31 , 16 , 3 098 
MG,BOA ESPERANÇA, R$ 304 819,71 , R$ -   , R$ 33 548,66 , 301 , 151 , 31 443 
MG,BOCAINA DE MINAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 46 , 23 , 4 607 
MG,BOCAIÚVA, R$ 314 999,51 , R$ -   , R$ 16 086,29 , 306 , 153 , 35 876 
MG,BOM DESPACHO, R$ 211 517,87 , R$ -   , R$ 10 803,91 , 308 , 154 , 37 771 
MG,BOM JARDIM DE MINAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 59 , 30 , 5 874 
MG,BOM JESUS DA PENHA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 34 , 17 , 3 388 
MG,BOM JESUS DO AMPARO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 49 , 25 , 4 883 
MG,BOM JESUS DO GALHO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 123 , 62 , 12 333 
MG,BOM REPOUSO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 87 , 44 , 8 666 
MG,BOM SUCESSO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 154 , 77 , 15 353 
MG,BONFIM, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 67 , 34 , 6 689 
MG,BONFINÓPOLIS DE MINAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 51 , 26 , 5 147 
MG,BONITO DE MINAS, R$ 108 039,06 , R$ -   , R$ 56 537,60 , 78 , 39 , 7 839 
MG,BORDA DA MATA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 132 , 66 , 13 228 
MG,BOTELHOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 127 , 64 , 12 716 
MG,BOTUMIRIM, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 54 , 27 , 5 400 
MG,BRÁS PIRES, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 45 , 23 , 4 519 
MG,BRASILÂNDIA DE MINAS, R$ 148 250,79 , R$ -   , R$ 10 803,91 , 115 , 58 , 11 513 
MG,BRASÍLIA DE MINAS, R$ 188 489,04 , R$ -   , R$ 17 088,71 , 266 , 133 , 26 616 
MG,BRAÚNAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 44 , 22 , 4 385 
MG,BRAZÓPOLIS, R$ 108 039,06 , R$ -   , R$ 18 246,42 , 130 , 65 , 13 040 
MG,BRUMADINHO, R$ 740 473,05 , R$ -   , R$ 34 885,81 , 274 , 137 , 27 444 
MG,BUENO BRANDÃO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 89 , 45 , 8 901 
MG,BUENÓPOLIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 87 , 44 , 8 692 
MG,BUGRE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 44 , 22 , 4 374 
MG,BURITIS, R$ 321 408,71 , R$ -   , R$ 10 803,91 , 184 , 92 , 18 426 
MG,BURITIZEIRO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 197 , 99 , 19 715 
MG,CABECEIRA GRANDE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 56 , 28 , 5 595 
MG,CABO VERDE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 98 , 49 , 9 834 
MG,CACHOEIRA DA PRATA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 35 , 18 , 3 529 
MG,CACHOEIRA DE MINAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 92 , 46 , 9 245 
MG,CACHOEIRA DE PAJEÚ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 71 , 36 , 7 091 
MG,CACHOEIRA DOURADA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 22 , 11 , 2 207 
MG,CAETANÓPOLIS, R$ 108 039,06 , R$ -   , R$ 26 718,26 , 82 , 41 , 8 247 
MG,CAETÉ, R$ 280 713,44 , R$ -   , R$ 57 763,99 , 304 , 152 , 33 606 
MG,CAIANA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 40 , 20 , 4 008 
MG,CAJURI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 40 , 20 , 4 042 
MG,CALDAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 111 , 56 , 11 097 
MG,CAMACHO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 36 , 18 , 3 589 
MG,CAMANDUCAIA, R$ 249 212,22 , R$ -   , R$ 14 246,86 , 170 , 85 , 16 972 
MG,CAMBUÍ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 210 , 105 , 20 953 
MG,CAMBUQUIRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 103 , 52 , 10 279 
MG,CAMPANÁRIO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 35 , 18 , 3 483 
MG,CAMPANHA, R$ 147 142,48 , R$ -   , R$ 10 803,91 , 121 , 61 , 12 108 
MG,CAMPESTRE, R$ 108 039,06 , R$ -   , R$ 13 698,39 , 164 , 82 , 16 407 
MG,CAMPINA VERDE, R$ 265 302,21 , R$ -   , R$ 37 347,35 , 156 , 78 , 15 618 
MG,CAMPO AZUL, R$ 108 039,06 , R$ -   , R$ 15 253,73 , 40 , 20 , 4 017 
MG,CAMPO BELO, R$ 376 132,96 , R$ -   , R$ 21 316,14 , 310 , 155 , 39 725 
MG,CAMPO DO MEIO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 103 , 52 , 10 311 
MG,CAMPO FLORIDO, R$ 196 330,85 , R$ -   , R$ 10 803,91 , 60 , 30 , 5 954 
MG,CAMPOS ALTOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 105 , 53 , 10 511 
MG,CAMPOS GERAIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 208 , 104 , 20 812 
MG,CANA VERDE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 48 , 24 , 4 773 
MG,CANAÃ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 42 , 21 , 4 219 
MG,CANÁPOLIS, R$ 234 625,70 , R$ -   , R$ 10 803,91 , 93 , 47 , 9 303 
MG,CANDEIAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 121 , 61 , 12 073 
MG,CANTAGALO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 39 , 20 , 3 941 
MG,CAPARAÓ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 45 , 23 , 4 456 
MG,CAPELA NOVA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 44 , 22 , 4 356 
MG,CAPELINHA, R$ 182 837,50 , R$ -   , R$ 43 150,37 , 269 , 135 , 26 928 
MG,CAPETINGA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 60 , 30 , 6 021 
MG,CAPIM BRANCO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 78 , 39 , 7 823 
MG,CAPINÓPOLIS, R$ 108 039,06 , R$ -   , R$ 24 490,40 , 114 , 57 , 11 381 
MG,CAPITÃO ANDRADE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 42 , 21 , 4 239 
MG,CAPITÃO ENÉAS, R$ 181 903,20 , R$ -   , R$ 18 944,14 , 124 , 62 , 12 358 
MG,CAPITÓLIO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 74 , 37 , 7 439 
MG,CAPUTIRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 80 , 40 , 7 973 
MG,CARAÍ, R$ 207 844,08 , R$ -   , R$ 16 389,50 , 153 , 77 , 15 323 
MG,CARANAÍBA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 31 , 16 , 3 144 
MG,CARANDAÍ, R$ 185 681,89 , R$ -   , R$ 18 373,72 , 198 , 99 , 19 808 
MG,CARANGOLA, R$ 137 990,30 , R$ -   , R$ 40 173,23 , 254 , 127 , 25 399 
MG,CARATINGA, R$ 731 797,96 , R$ -   , R$ 47 656,31 , 331 , 166 , 61 456 
MG,CARBONITA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 81 , 41 , 8 095 
MG,CAREAÇU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 50 , 25 , 4 996 
MG,CARLOS CHAGAS, R$ 256 598,57 , R$ -   , R$ 10 803,91 , 168 , 84 , 16 806 
MG,CARMÉSIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 23 , 12 , 2 269 
MG,CARMO DA CACHOEIRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 99 , 50 , 9 881 
MG,CARMO DA MATA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 98 , 49 , 9 799 
MG,CARMO DE MINAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 99 , 50 , 9 872 
MG,CARMO DO CAJURU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 176 , 88 , 17 599 
MG,CARMO DO PARANAÍBA, R$ 108 039,06 , R$ -   , R$ 31 484,20 , 220 , 110 , 22 038 
MG,CARMO DO RIO CLARO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 157 , 79 , 15 713 
MG,CARMÓPOLIS DE MINAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 130 , 65 , 13 029 
MG,CARNEIRINHO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 78 , 39 , 7 760 
MG,CARRANCAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 33 , 17 , 3 280 
MG,CARVALHÓPOLIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 30 , 15 , 3 007 
MG,CARVALHOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 41 , 21 , 4 076 
MG,CASA GRANDE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 25 , 13 , 2 538 
MG,CASCALHO RICO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 32 , 16 , 3 179 
MG,CÁSSIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 143 , 72 , 14 337 
MG,CATAGUASES, R$ 240 859,18 , R$ -   , R$ 36 797,48 , 324 , 162 , 53 916 
MG,CATAS ALTAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 46 , 23 , 4 622 
MG,CATAS ALTAS DA NORUEGA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 37 , 19 , 3 685 
MG,CATUJI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 79 , 40 , 7 852 
MG,CATUTI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 43 , 22 , 4 301 
MG,CAXAMBU, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 182 , 91 , 18 158 
MG,CEDRO DO ABAETÉ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 13 , 7 , 1 287 
MG,CENTRAL DE MINAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 62 , 31 , 6 242 
MG,CENTRALINA, R$ 224 763,18 , R$ -   , R$ 10 803,91 , 73 , 37 , 7 321 
MG,CHÁCARA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 26 , 13 , 2 572 
MG,CHALÉ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 50 , 25 , 5 047 
MG,CHAPADA DO NORTE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 102 , 51 , 10 223 
MG,CHAPADA GAÚCHA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 84 , 42 , 8 437 
MG,CHIADOR, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 27 , 14 , 2 666 
MG,CIPOTÂNEA, R$ 108 039,06 , R$ -   , R$ 13 898,86 , 59 , 30 , 5 854 
MG,CLARAVAL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 48 , 24 , 4 801 
MG,CLARO DOS POÇÕES, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 69 , 35 , 6 877 
MG,CLÁUDIO, R$ 150 354,00 , R$ -   , R$ 10 803,91 , 202 , 101 , 20 161 
MG,COIMBRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 60 , 30 , 6 030 
MG,COLUNA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 72 , 36 , 7 195 
MG,COMENDADOR GOMES, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 26 , 13 , 2 635 
MG,COMERCINHO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 70 , 35 , 6 950 
MG,CONCEIÇÃO DA APARECIDA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 81 , 41 , 8 061 
MG,CONCEIÇÃO DA BARRA DE MINAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 36 , 18 , 3 610 
MG,CONCEIÇÃO DAS ALAGOAS, R$ 208 406,28 , R$ -   , R$ 24 313,59 , 196 , 98 , 19 553 
MG,CONCEIÇÃO DAS PEDRAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 27 , 14 , 2 684 
MG,CONCEIÇÃO DE IPANEMA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 39 , 20 , 3 895 
MG,CONCEIÇÃO DO MATO DENTRO, R$ 527 153,03 , R$ -   , R$ 17 073,85 , 158 , 79 , 15 846 
MG,CONCEIÇÃO DO PARÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 51 , 26 , 5 110 
MG,CONCEIÇÃO DO RIO VERDE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 104 , 52 , 10 443 
MG,CONCEIÇÃO DOS OUROS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 80 , 40 , 7 981 
MG,CÔNEGO MARINHO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 59 , 30 , 5 868 
MG,CONFINS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 61 , 31 , 6 126 
MG,CONGONHAL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 87 , 44 , 8 675 
MG,CONGONHAS, R$ 417 648,14 , R$ -   , R$ 48 928,87 , 310 , 155 , 40 233 
MG,CONGONHAS DO NORTE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 42 , 21 , 4 218 
MG,CONQUISTA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 53 , 27 , 5 325 
MG,CONSELHEIRO LAFAIETE, R$ 167 310,04 , R$ -   , R$ 40 338,24 , 362 , 181 , 91 750 
MG,CONSELHEIRO PENA, R$ 108 039,06 , R$ -   , R$ 14 745,64 , 171 , 86 , 17 072 
MG,CONSOLAÇÃO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 19 , 10 , 1 883 
MG,CONTAGEM, R$ 5 408 292,94 , R$ 1 622 487,88 , R$ 190 507,01 , 727 , 364 , 456 933 
MG,COQUEIRAL, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 79 , 40 , 7 901 
MG,CORAÇÃO DE JESUS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 216 , 108 , 21 561 
MG,CORDISBURGO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 72 , 36 , 7 238 
MG,CORDISLÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 27 , 14 , 2 683 
MG,CORINTO, R$ 164 645,01 , R$ -   , R$ 10 803,91 , 202 , 101 , 20 209 
MG,COROACI, R$ 146 934,31 , R$ -   , R$ 10 803,91 , 96 , 48 , 9 632 
MG,COROMANDEL, R$ 108 039,06 , R$ -   , R$ 26 253,83 , 235 , 118 , 23 450 
MG,CORONEL FABRICIANO, R$ 708 179,94 , R$ -   , R$ 51 764,70 , 351 , 176 , 81 039 
MG,CORONEL MURTA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 72 , 36 , 7 206 
MG,CORONEL PACHECO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 27 , 14 , 2 697 
MG,CORONEL XAVIER CHAVES, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 29 , 15 , 2 858 
MG,CÓRREGO DANTA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 32 , 16 , 3 185 
MG,CÓRREGO DO BOM JESUS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 41 , 21 , 4 060 
MG,CÓRREGO FUNDO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 52 , 26 , 5 211 
MG,CÓRREGO NOVO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 32 , 16 , 3 234 
MG,COUTO DE MAGALHÃES DE MINAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 40 , 20 , 4 038 
MG,CRISÓLITA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 51 , 26 , 5 076 
MG,CRISTAIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 83 , 42 , 8 329 
MG,CRISTÁLIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 52 , 26 , 5 207 
MG,CRISTIANO OTONI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 43 , 22 , 4 343 
MG,CRISTINA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 83 , 42 , 8 266 
MG,CRUCILÂNDIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 51 , 26 , 5 111 
MG,CRUZEIRO DA FORTALEZA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 41 , 21 , 4 140 
MG,CRUZÍLIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 125 , 63 , 12 457 
MG,CUPARAQUE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 44 , 22 , 4 353 
MG,CURRAL DE DENTRO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 62 , 31 , 6 159 
MG,CURVELO, R$ 165 684,84 , R$ -   , R$ 20 637,62 , 327 , 164 , 56 718 
MG,DATAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 49 , 25 , 4 887 
MG,DELFIM MOREIRA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 68 , 34 , 6 773 
MG,DELFINÓPOLIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 63 , 32 , 6 334 
MG,DELTA, R$ 108 039,06 , R$ -   , R$ 14 754,67 , 64 , 32 , 6 410 
MG,DESCOBERTO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 46 , 23 , 4 568 
MG,DESTERRO DE ENTRE RIOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 60 , 30 , 5 955 
MG,DESTERRO DO MELO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 33 , 17 , 3 264 
MG,DIAMANTINA, R$ 300 156,02 , R$ -   , R$ 21 285,27 , 306 , 153 , 36 215 
MG,DIOGO DE VASCONCELOS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 35 , 18 , 3 501 
MG,DIONÍSIO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 73 , 37 , 7 325 
MG,DIVINÉSIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 40 , 20 , 4 041 
MG,DIVINO, R$ 134 652,82 , R$ -   , R$ 10 803,91 , 156 , 78 , 15 603 
MG,DIVINO DAS LARANJEIRAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 48 , 24 , 4 788 
MG,DIVINOLÂNDIA DE MINAS, R$ 169 885,04 , R$ -   , R$ 10 803,91 , 65 , 33 , 6 464 
MG,DIVINÓPOLIS, R$ 683 837,34 , R$ -   , R$ 88 180,26 , 429 , 215 , 158 937 
MG,DIVISA ALEGRE, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 50 , 25 , 5 048 
MG,DIVISA NOVA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 50 , 25 , 4 961 
MG,DIVISÓPOLIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 64 , 32 , 6 415 
MG,DOM BOSCO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 35 , 18 , 3 521 
MG,DOM CAVATI, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 50 , 25 , 5 006 
MG,DOM JOAQUIM, R$ 242 487,07 , R$ -   , R$ 10 803,91 , 40 , 20 , 3 985 
MG,DOM SILVÉRIO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 46 , 23 , 4 590 
MG,DOM VIÇOSO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 29 , 15 , 2 861 
MG,DONA EUSÉBIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 54 , 27 , 5 393 
MG,DORES DE CAMPOS, R$ 108 039,06 , R$ -   , R$ 18 884,81 , 77 , 39 , 7 703 
MG,DORES DE GUANHÃES, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 51 , 26 , 5 140 
MG,DORES DO INDAIÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 114 , 57 , 11 439 
MG,DORES DO TURVO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 52 , 26 , 5 197 
MG,DORESÓPOLIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 20 , 10 , 1 975 
MG,DOURADOQUARA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 18 , 9 , 1 844 
MG,DURANDÉ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 66 , 33 , 6 581 
MG,ELÓI MENDES, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 197 , 99 , 19 685 
MG,ENGENHEIRO CALDAS, R$ 219 567,38 , R$ -   , R$ 25 946,66 , 77 , 39 , 7 718 
MG,ENGENHEIRO NAVARRO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 64 , 32 , 6 362 
MG,ENTRE FOLHAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 59 , 30 , 5 870 
MG,ENTRE RIOS DE MINAS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 119 , 60 , 11 944 
MG,ERVÁLIA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 165 , 83 , 16 472 
MG,ESMERALDAS, R$ 676 726,15 , R$ -   , R$ 47 035,53 , 315 , 158 , 45 206 
MG,ESPERA FELIZ, R$ 176 443,64 , R$ -   , R$ 10 803,91 , 164 , 82 , 16 429 
MG,ESPINOSA, R$ 108 039,06 , R$ -   , R$ 17 596,81 , 210 , 105 , 20 975 
MG,ESPÍRITO SANTO DO DOURADO, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 46 , 23 , 4 575 
MG,ESTIVA, R$ 108 039,06 , R$ -   , R$ 20 209,72 , 89 , 45 , 8 866 
MG,ESTRELA DALVA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 27 , 14 , 2 669 
MG,ESTRELA DO INDAIÁ, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 31 , 16 , 3 102 
MG,ESTRELA DO SUL, R$ 313 119,45 , R$ -   , R$ 10 803,91 , 60 , 30 , 6 012 
MG,EUGENÓPOLIS, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 86 , 43 , 8 614 
MG,EWBANK DA CÂMARA, R$ 108 039,06 , R$ -   , R$ 10 803,91 , 41 , 21 , 4 110 
MG,EXTREMA, R$ 339 181,93 , R$ -   , R$ 70 562,10 , 283 , 142 , 28 333 
